"PVWatts Hourly PV Performance Data"
"Requested Location","Brisbane"
"Location","Lat, Lng: -27.47, 153.02"
"Latitude (DD)","-27.47"
"Longitude (DD)","153.02"
"Elevation (m)","18"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","2","11","923","99","25.9","3.5","0.2","1011.326","44.769","3174.691","3046.345"
"4","2","12","924","96","26.4","3.4","0.2","1000.523","45.365","3135.446","3008.49"
"4","2","13","911","91","26.6","3.3","0.2","913.569","44.213","2891.723","2773.404"
"4","2","14","869","84","26.6","3.3","0.2","749.308","41.076","2424.142","2322.391"
"4","2","15","792","73","26.1","3.3","0.2","531.245","36.394","1768.195","1689.687"
"4","2","16","629","55","24.9","3.2","0.2","273.956","30.2","863.112","816.674"
"4","2","17","184","18","23.5","3.2","0.2","43.171","24.198","80.861","62.141"
"4","2","18","0","0","22.6","3.3","0.2","0","22.6","0","0"
"4","2","19","0","0","22.1","3.3","0.2","0","22.1","0","0"
"4","2","20","0","0","21.6","3.3","0.2","0","21.6","0","0"
"4","2","21","0","0","21.2","3.2","0.2","0","21.2","0","0"
"4","2","22","0","0","20.9","3.1","0.2","0","20.9","0","0"
"4","2","23","0","0","20.4","3.1","0.2","0","20.4","0","0"
"4","3","0","0","0","20","3","0.2","0","20","0","0"
"4","3","1","0","0","19.6","3","0.2","0","19.6","0","0"
"4","3","2","0","0","19.2","3","0.2","0","19.2","0","0"
"4","3","3","0","0","18.9","2.9","0.2","0","18.9","0","0"
"4","3","4","0","0","18.5","2.9","0.2","0","18.5","0","0"
"4","3","5","0","0","18.7","2.9","0.2","0","0","0","0"
"4","3","6","368","33","19.8","3","0.2","95.202","21.557","233.623","209.49"
"4","3","7","697","63","21.6","3.1","0.2","352.094","28.594","1165.303","1108.158"
"4","3","8","832","78","23.4","3.1","0.2","606.76","35.536","2022.279","1934.767"
"4","3","9","898","87","24.2","3.2","0.2","813.018","40.152","2632.88","2523.732"
"4","3","10","928","94","25.7","3.5","0.2","956.496","43.562","3029.76","2906.55"
"4","3","11","940","98","26.5","3.5","0.2","1025.782","45.64","3208.524","3078.979"
"4","3","12","933","98","26.9","3.7","0.2","1009.976","45.18","3167.432","3039.343"
"4","3","13","910","97","27","4","0.2","917.472","42.904","2919.571","2800.265"
"4","3","14","865","89","26.7","4.3","0.2","749.921","39.187","2444.844","2342.36"
"4","3","15","785","76","26.1","4.4","0.2","528.878","34.813","1771.579","1692.95"
"4","3","16","620","56","24.8","4.2","0.2","271.005","29.308","855.584","809.413"
"4","3","17","168","17","23.4","4.1","0.2","39.607","23.935","68.391","50.113"
"4","3","18","0","0","22.5","4.1","0.2","0","22.5","0","0"
"4","3","19","0","0","22","4.1","0.2","0","22","0","0"
"4","3","20","0","0","21.6","3.8","0.2","0","21.6","0","0"
"4","3","21","0","0","21.2","3.6","0.2","0","21.2","0","0"
"4","3","22","0","0","20.8","3.3","0.2","0","20.8","0","0"
"4","3","23","0","0","20.4","3.1","0.2","0","20.4","0","0"
"4","4","0","0","0","20.1","2.9","0.2","0","20.1","0","0"
"4","4","1","0","0","19.7","2.7","0.2","0","19.7","0","0"
"4","4","2","0","0","19.3","2.7","0.2","0","19.3","0","0"
"4","4","3","0","0","19","2.7","0.2","0","19","0","0"
"4","4","4","0","0","18.7","2.7","0.2","0","18.7","0","0"
"4","4","5","0","0","18.9","2.7","0.2","0","0","0","0"
"4","4","6","324","34","20.2","3","0.2","89.571","21.86","221.605","197.898"
"4","4","7","679","64","22.1","3.5","0.2","346.077","28.548","1145.346","1088.907"
"4","4","8","818","78","23.5","3.8","0.2","598.015","34.22","2003.587","1916.738"
"4","4","9","893","84","24","3.8","0.2","805.392","38.397","2627.368","2518.416"
"4","4","10","921","91","25","3.8","0.2","946.085","41.882","3018.437","2895.628"
"4","4","11","935","92","25.5","3.8","0.2","1013.365","43.569","3198.34","3069.155"
"4","4","12","933","92","25.8","3.9","0.2","1002.132","43.41","3167.124","3039.046"
"4","4","13","906","93","25.8","4.2","0.2","908.012","41.101","2911.912","2792.878"
"4","4","14","859","87","25.6","4.3","0.2","741.558","37.949","2430.409","2328.436"
"4","4","15","772","77","25.1","4.2","0.2","521.028","33.925","1751.454","1673.539"
"4","4","16","590","59","24.1","3.8","0.2","262.952","28.733","830.979","785.68"
"4","4","17","121","16","22.9","3.5","0.2","32.441","23.386","56.952","39.079"
"4","4","18","0","0","22.1","3.5","0.2","0","22.1","0","0"
"4","4","19","0","0","21.7","3.4","0.2","0","21.7","0","0"
"4","4","20","0","0","21.4","3.2","0.2","0","21.4","0","0"
"4","4","21","0","0","21.1","2.9","0.2","0","21.1","0","0"
"4","4","22","0","0","20.9","2.8","0.2","0","20.9","0","0"
"4","4","23","0","0","20.6","2.7","0.2","0","20.6","0","0"
"4","5","0","0","0","20.3","2.6","0.2","0","20.3","0","0"
"4","5","1","0","0","20","2.5","0.2","0","20","0","0"
"4","5","2","0","0","19.7","2.4","0.2","0","19.7","0","0"
"4","5","3","0","0","19.5","2.4","0.2","0","19.5","0","0"
"4","5","4","0","0","19.3","2.4","0.2","0","19.3","0","0"
"4","5","5","0","0","19.5","2.5","0.2","0","0","0","0"
"4","5","6","311","33","20.7","2.8","0.2","86.824","22.364","213.529","190.109"
"4","5","7","13","93","22.3","3.3","0.2","92.807","24.091","302.839","276.254"
"4","5","8","812","79","23.5","3.4","0.2","595.293","34.844","1989.73","1903.372"
"4","5","9","885","86","24","3.5","0.2","800.722","38.981","2606.448","2498.237"
"4","5","10","891","109","25","3.6","0.2","936.982","42.229","2984.587","2862.977"
"4","5","11","916","106","25.4","3.7","0.2","1008.676","43.655","3182.105","3053.496"
"4","5","12","916","104","25.5","3.7","0.2","997.135","43.549","3149.46","3022.008"
"4","5","13","892","102","25.5","3.9","0.2","903.559","41.394","2894.301","2775.89"
"4","5","14","844","95","25.3","4.1","0.2","740.935","37.989","2427.658","2325.783"
"4","5","15","760","82","24.7","4.2","0.2","518.015","33.474","1744.314","1666.652"
"4","5","16","586","59","23.6","4","0.2","260.441","28.054","823.74","778.697"
"4","5","17","119","15","22.3","3.8","0.2","30.74","22.705","47.348","29.816"
"4","5","18","0","0","21.5","3.7","0.2","0","21.5","0","0"
"4","5","19","0","0","21.1","3.6","0.2","0","21.1","0","0"
"4","5","20","0","0","20.7","3.4","0.2","0","20.7","0","0"
"4","5","21","0","0","20.4","3.2","0.2","0","20.4","0","0"
"4","5","22","0","0","20.1","3","0.2","0","20.1","0","0"
"4","5","23","0","0","19.8","2.9","0.2","0","19.8","0","0"
"4","6","0","0","0","19.6","2.9","0.2","0","19.6","0","0"
"4","6","1","0","0","19.4","2.9","0.2","0","19.4","0","0"
"4","6","2","0","0","19.2","2.8","0.2","0","19.2","0","0"
"4","6","3","0","0","19","2.9","0.2","0","19","0","0"
"4","6","4","0","0","18.9","2.9","0.2","0","18.9","0","0"
"4","6","5","0","0","19.2","3","0.2","0","19.2","0","0"
"4","6","6","323","33","20.4","3.3","0.2","88.949","21.963","217.513","193.952"
"4","6","7","667","66","22","3.7","0.2","344.157","28.219","1140.615","1084.344"
"4","6","8","808","83","23.2","3.9","0.2","597.012","33.746","2004.19","1917.32"
"4","6","9","877","92","23.6","3.9","0.2","800.317","37.698","2618.401","2509.767"
"4","6","10","911","99","24.4","3.8","0.2","943.852","41.243","3019.582","2896.732"
"4","6","11","928","100","24.8","3.7","0.2","1012.782","43.131","3202.752","3073.412"
"4","6","12","28","173","24.9","3.7","0.2","195.602","28.421","627.889","589.786"
"4","6","13","902","96","24.9","3.8","0.2","904.346","41.045","2902.096","2783.409"
"4","6","14","860","89","24.6","3.8","0.2","740.953","37.856","2430.57","2328.591"
"4","6","15","53","225","24","3.7","0.2","253.571","28.595","840.797","795.15"
"4","6","16","615","54","23","3.5","0.2","263.484","27.851","831.405","786.091"
"4","6","17","134","14","21.7","3.3","0.2","32.692","22.156","49.179","31.582"
"4","6","18","0","0","21","3.2","0.2","0","21","0","0"
"4","6","19","0","0","20.6","3","0.2","0","20.6","0","0"
"4","6","20","0","0","20.3","2.8","0.2","0","20.3","0","0"
"4","6","21","0","0","20.1","2.5","0.2","0","20.1","0","0"
"4","6","22","0","0","20","2.3","0.2","0","20","0","0"
"4","6","23","0","0","19.9","2.1","0.2","0","19.9","0","0"
"4","7","0","0","0","19.8","1.9","0.2","0","19.8","0","0"
"4","7","1","0","0","19.5","1.8","0.2","0","19.5","0","0"
"4","7","2","0","0","19.1","1.8","0.2","0","19.1","0","0"
"4","7","3","0","0","18.7","1.7","0.2","0","18.7","0","0"
"4","7","4","0","0","18.4","1.7","0.2","0","18.4","0","0"
"4","7","5","0","0","18.6","1.7","0.2","0","18.6","0","0"
"4","7","6","363","29","19.7","1.8","0.2","91.564","21.795","218.185","194.599"
"4","7","7","694","59","21.5","1.8","0.2","347.341","30.291","1141.508","1085.206"
"4","7","8","825","74","23","1.7","0.2","595.093","38.497","1961.714","1876.348"
"4","7","9","893","83","23.7","1.6","0.2","802.839","45.008","2551.699","2445.428"
"4","7","10","920","93","25.1","1.5","0.2","944.776","50.693","2908.706","2789.785"
"4","7","11","934","95","25.7","1.5","0.2","1012.025","53.094","3072.227","2947.511"
"4","7","12","934","94","26.2","1.7","0.2","1000.751","52.125","3052.812","2928.784"
"4","7","13","917","89","26.4","2","0.2","908.343","48.527","2828.465","2712.387"
"4","7","14","875","82","26.2","2.2","0.2","742.804","43.628","2381.997","2281.739"
"4","7","15","794","70","25.6","2.3","0.2","520.799","37.622","1727.202","1650.146"
"4","7","16","622","51","24.4","2.1","0.2","260.93","30.533","811.896","767.273"
"4","7","17","134","12","23","1.9","0.2","30.049","23.531","43.639","26.238"
"4","7","18","0","0","22.2","1.9","0.2","0","22.2","0","0"
"4","7","19","0","0","21.8","1.9","0.2","0","21.8","0","0"
"4","7","20","0","0","21.4","2","0.2","0","21.4","0","0"
"4","7","21","0","0","21.2","1.9","0.2","0","21.2","0","0"
"4","7","22","0","0","21","1.8","0.2","0","21","0","0"
"4","7","23","0","0","20.9","1.6","0.2","0","20.9","0","0"
"4","8","0","0","0","20.8","1.5","0.2","0","20.8","0","0"
"4","8","1","0","0","20.6","1.5","0.2","0","20.6","0","0"
"4","8","2","0","0","20.3","1.6","0.2","0","20.3","0","0"
"4","8","3","0","0","19.9","1.7","0.2","0","19.9","0","0"
"4","8","4","0","0","19.7","1.9","0.2","0","19.7","0","0"
"4","8","5","0","0","19.7","2","0.2","0","19.7","0","0"
"4","8","6","356","30","20.7","2.3","0.2","91.714","22.598","217.533","193.971"
"4","8","7","693","58","22.4","2.7","0.2","345.994","29.76","1139.351","1083.125"
"4","8","8","830","70","23.6","3","0.2","593.656","35.678","1979.841","1893.833"
"4","8","9","896","77","24","3.1","0.2","798.145","39.925","2590.645","2482.994"
"4","8","10","26","217","24.8","3.2","0.2","236.723","29.411","763.104","720.21"
"4","8","11","46","468","25.2","3.2","0.2","520.893","35.337","1665.673","1590.797"
"4","8","12","27","394","25.3","3.2","0.2","409.089","33.261","1313.33","1250.939"
"4","8","13","47","411","25.2","3.3","0.2","457.551","33.973","1475.374","1407.241"
"4","8","14","867","78","25","3.3","0.2","730.722","39.124","2387.301","2286.855"
"4","8","15","780","69","24.5","3.2","0.2","510.319","34.555","1713.359","1636.794"
"4","8","16","589","53","23.6","2.8","0.2","251.56","28.791","786.976","743.236"
"4","8","17","87","12","22.6","2.4","0.2","23.963","22.999","36.464","19.318"
"4","8","18","0","0","22","2.2","0.2","0","22","0","0"
"4","8","19","0","0","21.6","2.2","0.2","0","21.6","0","0"
"4","8","20","0","0","21.3","2.2","0.2","0","21.3","0","0"
"4","8","21","0","0","21.1","2.1","0.2","0","21.1","0","0"
"4","8","22","0","0","20.9","2.1","0.2","0","20.9","0","0"
"4","8","23","0","0","20.7","2","0.2","0","20.7","0","0"
"4","9","0","0","0","20.5","1.9","0.2","0","20.5","0","0"
"4","9","1","0","0","20.4","1.6","0.2","0","20.4","0","0"
"4","9","2","0","0","20.3","1.4","0.2","0","20.3","0","0"
"4","9","3","0","0","20","1.2","0.2","0","20","0","0"
"4","9","4","0","0","19.7","1.1","0.2","0","19.7","0","0"
"4","9","5","0","0","19.7","1","0.2","0","19.7","0","0"
"4","9","6","281","32","20.7","1.2","0.2","82.062","22.868","197.823","174.96"
"4","9","7","625","69","22.2","1.6","0.2","330.915","30.946","1084.212","1029.939"
"4","9","8","771","88","23.6","1.8","0.2","578.993","38.358","1908.266","1824.794"
"4","9","9","847","96","24.2","1.8","0.2","779.217","44.008","2486.743","2382.773"
"4","9","10","892","99","25.7","1.9","0.2","923.839","48.659","2869.851","2752.307"
"4","9","11","906","100","26.5","1.9","0.2","987.768","51.029","3026.792","2903.686"
"4","9","12","903","99","27.2","2","0.2","973.373","50.887","2986.968","2865.273"
"4","9","13","882","93","27.5","2.2","0.2","878.407","48.067","2742.33","2629.304"
"4","9","14","831","86","27.4","2.6","0.2","710.962","42.878","2287.607","2190.693"
"4","9","15","736","76","26.9","3","0.2","492.057","36.921","1635.204","1561.408"
"4","9","16","535","57","25.5","3.4","0.2","237.302","29.934","737.964","695.961"
"4","9","17","55","10","24","3.7","0.2","18.112","24.249","28.042","11.194"
"4","9","18","0","0","23.2","3.7","0.2","0","23.2","0","0"
"4","9","19","0","0","22.9","3.5","0.2","0","22.9","0","0"
"4","9","20","0","0","22.6","3.2","0.2","0","22.6","0","0"
"4","9","21","0","0","22.2","3.1","0.2","0","22.2","0","0"
"4","9","22","0","0","21.8","2.9","0.2","0","21.8","0","0"
"4","9","23","0","0","21.3","2.9","0.2","0","21.3","0","0"
"4","10","0","0","0","20.8","2.8","0.2","0","20.8","0","0"
"4","10","1","0","0","20.3","2.7","0.2","0","20.3","0","0"
"4","10","2","0","0","20","2.7","0.2","0","20","0","0"
"4","10","3","0","0","19.9","3","0.2","0","19.9","0","0"
"4","10","4","0","0","19.9","3.5","0.2","0","19.9","0","0"
"4","10","5","0","0","20","4","0.2","0","20","0","0"
"4","10","6","170","36","20.6","4.6","0.2","69.075","21.627","177.785","155.631"
"4","10","7","531","87","21.6","5.2","0.2","311.793","26.199","1040.821","988.086"
"4","10","8","727","104","22.6","5.4","0.2","569.837","30.854","1932.977","1848.63"
"4","10","9","836","106","23.1","5.3","0.2","785.15","34.581","2600.989","2492.972"
"4","10","10","902","104","24.3","5.1","0.2","937.346","38.325","3036","2912.569"
"4","10","11","930","103","24.8","5.2","0.2","1012.865","39.758","3248.941","3117.964"
"4","10","12","934","100","25","5.5","0.2","1002.444","39.281","3224.428","3094.319"
"4","10","13","902","101","24.7","6.1","0.2","902.775","36.72","2949.79","2829.413"
"4","10","14","847","97","24","7","0.2","736.677","32.939","2465.516","2362.299"
"4","10","15","746","85","22.6","7.8","0.2","505.449","28.293","1738.32","1660.87"
"4","10","16","551","60","20.9","8","0.2","244.425","23.546","779.451","735.978"
"4","10","17","0","0","19.5","7.8","0.2","0","0","0","0"
"4","10","18","0","0","18.7","7.5","0.2","0","18.7","0","0"
"4","10","19","0","0","18.2","7.1","0.2","0","18.2","0","0"
"4","10","20","0","0","17.7","6.5","0.2","0","17.7","0","0"
"4","10","21","0","0","17.4","6.1","0.2","0","17.4","0","0"
"4","10","22","0","0","17.2","5.8","0.2","0","17.2","0","0"
"4","10","23","0","0","16.9","5.7","0.2","0","16.9","0","0"
"4","11","0","0","0","16.6","5.6","0.2","0","16.6","0","0"
"4","11","1","0","0","16.3","5.5","0.2","0","16.3","0","0"
"4","11","2","0","0","16","5.4","0.2","0","16","0","0"
"4","11","3","0","0","15.8","5.2","0.2","0","15.8","0","0"
"4","11","4","0","0","15.7","5.1","0.2","0","15.7","0","0"
"4","11","5","0","0","15.8","4.9","0.2","0","15.8","0","0"
"4","11","6","147","39","16.9","5.2","0.2","66.652","17.82","175.478","153.406"
"4","11","7","531","91","18.4","5.8","0.2","315.875","22.739","1069.283","1015.54"
"4","11","8","717","111","19.9","6.1","0.2","570.967","27.53","1961.538","1876.179"
"4","11","9","809","122","20.5","6.2","0.2","780.282","30.786","2622.185","2513.417"
"4","11","10","862","123","21.7","6.2","0.2","926.452","33.892","3052.074","2928.073"
"4","11","11","24","328","22.2","6.2","0.2","339.769","26.642","1115.296","1059.923"
"4","11","12","844","140","22.3","6.2","0.2","964.803","34.988","3154.652","3027.016"
"4","11","13","836","125","22.1","6.3","0.2","874.692","33.492","2893.209","2774.837"
"4","11","14","779","116","21.9","6.4","0.2","705.193","31.005","2376.571","2276.505"
"4","11","15","675","100","21.6","6.5","0.2","482.216","27.778","1659.224","1584.577"
"4","11","16","466","69","20.7","6.2","0.2","225.528","23.625","719.584","678.232"
"4","11","17","0","0","19.6","5.9","0.2","0","0","0","0"
"4","11","18","0","0","18.9","5.8","0.2","0","18.9","0","0"
"4","11","19","0","0","18.5","5.7","0.2","0","18.5","0","0"
"4","11","20","0","0","18.2","5.7","0.2","0","18.2","0","0"
"4","11","21","0","0","17.9","5.5","0.2","0","17.9","0","0"
"4","11","22","0","0","17.6","5.2","0.2","0","17.6","0","0"
"4","11","23","0","0","17.3","5","0.2","0","17.3","0","0"
"4","12","0","0","0","17","4.7","0.2","0","17","0","0"
"4","12","1","0","0","16.7","4.5","0.2","0","16.7","0","0"
"4","12","2","0","0","16.5","4.6","0.2","0","16.5","0","0"
"4","12","3","0","0","16.4","4.7","0.2","0","16.4","0","0"
"4","12","4","0","0","16.3","4.7","0.2","0","16.3","0","0"
"4","12","5","0","0","16.4","4.6","0.2","0","16.4","0","0"
"4","12","6","212","35","17.2","4.9","0.2","75.368","18.263","190.238","167.643"
"4","12","7","605","75","18.8","5.6","0.2","329.468","23.43","1112.139","1056.878"
"4","12","8","759","96","20.4","6.1","0.2","579.366","28.144","1988.04","1901.742"
"4","12","9","842","107","21.2","6.3","0.2","789.818","31.501","2648.821","2539.108"
"4","12","10","886","112","22.4","6.6","0.2","929.353","34.12","3060.928","2936.612"
"4","12","11","898","115","22.7","6.8","0.2","992.175","34.946","3244.78","3113.951"
"4","12","12","898","113","22.8","6.8","0.2","978.878","34.884","3205.003","3075.583"
"4","12","13","31","354","22.7","6.8","0.2","371.565","27.265","1225.851","1166.56"
"4","12","14","23","196","22.4","6.6","0.2","203.559","24.96","672.305","632.628"
"4","12","15","17","110","21.9","6","0.2","112.697","23.417","371.116","342.111"
"4","12","16","0","44","21.1","5.4","0.2","40.904","21.69","129.58","109.135"
"4","12","17","0","0","20.1","5","0.2","0","0","0","0"
"4","12","18","0","0","19.5","4.8","0.2","0","19.5","0","0"
"4","12","19","0","0","19.2","4.7","0.2","0","19.2","0","0"
"4","12","20","0","0","19.1","4.6","0.2","0","19.1","0","0"
"4","12","21","0","0","19.1","4.6","0.2","0","19.1","0","0"
"4","12","22","0","0","19.1","4.5","0.2","0","19.1","0","0"
"4","12","23","0","0","19","4.3","0.2","0","19","0","0"
"4","13","0","0","0","18.7","4.1","0.2","0","18.7","0","0"
"4","13","1","0","0","18.6","4.1","0.2","0","18.6","0","0"
"4","13","2","0","0","18.5","4","0.2","0","18.5","0","0"
"4","13","3","0","0","18.2","4","0.2","0","18.2","0","0"
"4","13","4","0","0","18.2","4","0.2","0","18.2","0","0"
"4","13","5","0","0","18.5","4.1","0.2","0","18.5","0","0"
"4","13","6","0","18","19.4","4.4","0.2","16.711","19.665","45.409","27.946"
"4","13","7","637","67","20.6","4.9","0.2","333.968","25.712","1117.047","1061.611"
"4","13","8","786","86","21.6","5","0.2","585.175","30.507","1991.334","1904.919"
"4","13","9","861","96","22","5","0.2","787.792","33.959","2618.958","2510.304"
"4","13","10","882","111","23","5.1","0.2","923.644","36.821","3011.137","2888.586"
"4","13","11","900","113","23.4","5.1","0.2","990.626","38.213","3199.442","3070.219"
"4","13","12","901","109","23.5","5.2","0.2","975.854","37.915","3158.621","3030.844"
"4","13","13","884","100","23.3","5.1","0.2","880.684","36.487","2883.252","2765.233"
"4","13","14","29","264","23","5","0.2","276.453","27.177","913.738","865.507"
"4","13","15","143","230","22.6","4.7","0.2","314.589","27.562","1059.759","1006.354"
"4","13","16","100","99","21.6","4.2","0.2","133.227","23.832","430.787","399.668"
"4","13","17","0","0","20.7","3.9","0.2","0","0","0","0"
"4","13","18","0","0","20.3","3.9","0.2","0","20.3","0","0"
"4","13","19","0","0","20.2","3.8","0.2","0","20.2","0","0"
"4","13","20","0","0","20.1","3.6","0.2","0","20.1","0","0"
"4","13","21","0","0","20","3.5","0.2","0","20","0","0"
"4","13","22","0","0","19.9","3.3","0.2","0","19.9","0","0"
